1|1|8|16 
1|1|9|21 
1|1|10|2 
1|2|8|8 
1|2|9|20 
1|2|10|6 
2|1|S|17 
2|1|M|12 
2|1|L|23 
2|2|S|24 
2|2|M|7 
2|2|L|10 
3|1|8|2 
3|1|9|16 
3|1|10|21 
3|2|8|23 
3|2|9|11 
3|2|10|7 
4|1|8|16 
4|1|9|15 
4|1|10|18 
4|2|8|18 
4|2|9|1 
4|2|10|21 
5|1|S|16 
5|1|M|1 
5|1|L|3 
5|2|S|14 
5|2|M|23 
5|2|L|17 
6|1|8|14 
6|1|9|17 
6|1|10|16 
6|2|8|7 
6|2|9|14 
6|2|10|12 
7|1|S|13 
7|1|M|25 
7|1|L|4 
7|2|S|25 
7|2|M|11 
7|2|L|24 
8|1|8|25 
8|1|9|8 
8|1|10|17 
8|2|8|10 
8|2|9|24 
8|2|10|14 
9|1|S|10 
9|1|M|5 
9|1|L|12 
9|2|S|4 
9|2|M|15 
9|2|L|4 
10|1|8|18 
10|1|9|1 
10|1|10|3 
10|2|8|9 
10|2|9|9 
10|2|10|8 
11|1|S|13 
11|1|M|12 
11|1|L|19 
11|2|S|24 
11|2|M|12 
11|2|L|11 
12|1|8|8 
12|1|9|23 
12|1|10|24 
12|2|8|8 
12|2|9|25 
12|2|10|20 
13|1|8|13 
13|1|9|17 
13|1|10|19 
13|2|8|8 
13|2|9|7 
13|2|10|22 
14|1|8|16 
14|1|9|3 
14|1|10|1 
14|2|8|19 
14|2|9|19 
14|2|10|9 
15|1|S|20 
15|1|M|22 
15|1|L|18 
15|2|S|18 
15|2|M|23 
15|2|L|3 
16|1|S|4 
16|1|M|6 
16|1|L|13 
16|2|S|6 
16|2|M|6 
16|2|L|13 
17|1|8|22 
17|1|9|15 
17|1|10|18 
17|2|8|10 
17|2|9|2 
17|2|10|25 
18|1|S|12 
18|1|M|6 
18|1|L|3 
18|2|S|5 
18|2|M|8 
18|2|L|22 
19|1|S|22 
19|1|M|19 
19|1|L|24 
19|2|S|3 
19|2|M|9 
19|2|L|5 
20|1|8|22 
20|1|9|25 
20|1|10|6 
20|2|8|8 
20|2|9|8 
20|2|10|22 
21|1|8|2 
21|1|9|3 
21|1|10|13 
21|2|8|14 
21|2|9|20 
21|2|10|1 
22|1|8|11 
22|1|9|6 
22|1|10|2 
22|2|8|5 
22|2|9|3 
22|2|10|16 
23|1|S|8 
23|1|M|3 
23|1|L|21 
23|2|S|19 
23|2|M|21 
23|2|L|18 
24|1|8|2 
24|1|9|20 
24|1|10|6 
24|2|8|17 
24|2|9|8 
24|2|10|22 
25|1|S|5 
25|1|M|3 
25|1|L|15 
25|2|S|10 
25|2|M|4 
25|2|L|5 
26|1|S|17 
26|1|M|3 
26|1|L|10 
26|2|S|20 
26|2|M|11 
26|2|L|17 
27|1|8|22 
27|1|9|13 
27|1|10|6 
27|2|8|6 
27|2|9|22 
27|2|10|25 
28|1|8|7 
28|1|9|18 
28|1|10|21 
28|2|8|11 
28|2|9|4 
28|2|10|13 
29|1|S|5 
29|1|M|21 
29|1|L|1 
29|2|S|2 
29|2|M|8 
29|2|L|18 
30|1|8|11 
30|1|9|3 
30|1|10|1 
30|2|8|1 
30|2|9|10 
30|2|10|5 
31|1|8|7 
31|1|9|4 
31|1|10|9 
31|2|8|8 
31|2|9|12 
31|2|10|4 
32|1|8|5 
32|1|9|1 
32|1|10|22 
32|2|8|21 
32|2|9|7 
32|2|10|6 
33|1|S|11 
33|1|M|12 
33|1|L|6 
33|2|S|14 
33|2|M|22 
33|2|L|20 
34|1|S|19 
34|1|M|15 
34|1|L|1 
34|2|S|1 
34|2|M|5 
34|2|L|20 
35|1|S|7 
35|1|M|9 
35|1|L|13 
35|2|S|3 
35|2|M|15 
35|2|L|14 
36|1|S|18 
36|1|M|20 
36|1|L|3 
36|2|S|22 
36|2|M|23 
36|2|L|18 
37|1|S|10 
37|1|M|2 
37|1|L|10 
37|2|S|19 
37|2|M|15 
37|2|L|11 
38|1|8|12 
38|1|9|4 
38|1|10|12 
38|2|8|21 
38|2|9|5 
38|2|10|25 
39|1|8|9 
39|1|9|4 
39|1|10|9 
39|2|8|25 
39|2|9|16 
39|2|10|23 
40|1|S|7 
40|1|M|4 
40|1|L|17 
40|2|S|17 
40|2|M|22 
40|2|L|3 
41|1|S|23 
41|1|M|25 
41|1|L|4 
41|2|S|10 
41|2|M|19 
41|2|L|5 
42|1|8|4 
42|1|9|10 
42|1|10|16 
42|2|8|5 
42|2|9|18 
42|2|10|18 
43|1|S|20 
43|1|M|17 
43|1|L|24 
43|2|S|3 
43|2|M|9 
43|2|L|11 
44|1|8|18 
44|1|9|4 
44|1|10|17 
44|2|8|19 
44|2|9|21 
44|2|10|9 
45|1|S|14 
45|1|M|19 
45|1|L|5 
45|2|S|18 
45|2|M|8 
45|2|L|2 
46|1|S|7 
46|1|M|13 
46|1|L|24 
46|2|S|8 
46|2|M|24 
46|2|L|5 
47|1|8|17 
47|1|9|4 
47|1|10|3 
47|2|8|2 
47|2|9|13 
47|2|10|21 
48|1|8|19 
48|1|9|3 
48|1|10|24 
48|2|8|15 
48|2|9|21 
48|2|10|3 
49|1|8|11 
49|1|9|2 
49|1|10|12 
49|2|8|15 
49|2|9|21 
49|2|10|5 
50|1|S|13 
50|1|M|23 
50|1|L|10 
50|2|S|8 
50|2|M|17 
50|2|L|17 
51|1|8|2 
51|1|9|22 
51|1|10|7 
51|2|8|23 
51|2|9|21 
51|2|10|3 
52|1|8|21 
52|1|9|14 
52|1|10|25 
52|2|8|3 
52|2|9|7 
52|2|10|20 
53|1|S|11 
53|1|M|20 
53|1|L|4 
53|2|S|24 
53|2|M|6 
53|2|L|24 
54|1|S|19 
54|1|M|13 
54|1|L|22 
54|2|S|5 
54|2|M|21 
54|2|L|10 
55|1|8|12 
55|1|9|1 
55|1|10|16 
55|2|8|13 
55|2|9|18 
55|2|10|12 
56|1|8|21 
56|1|9|23 
56|1|10|10 
56|2|8|21 
56|2|9|24 
56|2|10|4 
57|1|S|2 
57|1|M|6 
57|1|L|10 
57|2|S|14 
57|2|M|1 
57|2|L|21 
58|1|S|14 
58|1|M|9 
58|1|L|17 
58|2|S|9 
58|2|M|16 
58|2|L|18 
59|1|8|20 
59|1|9|6 
59|1|10|25 
59|2|8|2 
59|2|9|19 
59|2|10|22 
60|1|S|4 
60|1|M|6 
60|1|L|3 
60|2|S|14 
60|2|M|20 
60|2|L|1 
61|1|S|4 
61|1|M|16 
61|1|L|20 
61|2|S|8 
61|2|M|6 
61|2|L|5 
62|1|8|16 
62|1|9|24 
62|1|10|22 
62|2|8|2 
62|2|9|4 
62|2|10|10 
63|1|8|17 
63|1|9|2 
63|1|10|18 
63|2|8|14 
63|2|9|23 
63|2|10|1 
64|1|S|15 
64|1|M|1 
64|1|L|22 
64|2|S|22 
64|2|M|21 
64|2|L|21 
65|1|8|11 
65|1|9|15 
65|1|10|24 
65|2|8|17 
65|2|9|3 
65|2|10|12 
66|1|8|25 
66|1|9|1 
66|1|10|11 
66|2|8|12 
66|2|9|18 
66|2|10|23 
67|1|S|8 
67|1|M|23 
67|1|L|11 
67|2|S|7 
67|2|M|13 
67|2|L|18 
68|1|8|17 
68|1|9|18 
68|1|10|24 
68|2|8|12 
68|2|9|7 
68|2|10|11 
69|1|8|17 
69|1|9|16 
69|1|10|24 
69|2|8|23 
69|2|9|13 
69|2|10|18 
70|1|S|18 
70|1|M|11 
70|1|L|24 
70|2|S|4 
70|2|M|2 
70|2|L|8 
71|1|S|16 
71|1|M|5 
71|1|L|4 
71|2|S|20 
71|2|M|2 
71|2|L|17 
72|1|S|21 
72|1|M|3 
72|1|L|14 
72|2|S|12 
72|2|M|11 
72|2|L|19 
73|1|8|12 
73|1|9|5 
73|1|10|15 
73|2|8|12 
73|2|9|9 
73|2|10|6 
74|1|S|24 
74|1|M|12 
74|1|L|9 
74|2|S|14 
74|2|M|15 
74|2|L|6 
75|1|S|8 
75|1|M|23 
75|1|L|19 
75|2|S|24 
75|2|M|6 
75|2|L|25 
76|1|8|23 
76|1|9|25 
76|1|10|24 
76|2|8|23 
76|2|9|12 
76|2|10|22 
77|1|S|4 
77|1|M|8 
77|1|L|21 
77|2|S|5 
77|2|M|13 
77|2|L|11 
78|1|8|10 
78|1|9|7 
78|1|10|16 
78|2|8|18 
78|2|9|7 
78|2|10|16 
79|1|S|3 
79|1|M|5 
79|1|L|25 
79|2|S|23 
79|2|M|6 
79|2|L|22 
80|1|S|9 
80|1|M|14 
80|1|L|6 
80|2|S|23 
80|2|M|11 
80|2|L|7 
81|1|S|4 
81|1|M|18 
81|1|L|14 
81|2|S|3 
81|2|M|12 
81|2|L|20 
82|1|S|19 
82|1|M|19 
82|1|L|2 
82|2|S|22 
82|2|M|7 
82|2|L|9 
83|1|8|25 
83|1|9|19 
83|1|10|6 
83|2|8|16 
83|2|9|7 
83|2|10|9 
84|1|8|9 
84|1|9|19 
84|1|10|21 
84|2|8|3 
84|2|9|14 
84|2|10|23 
85|1|8|20 
85|1|9|12 
85|1|10|25 
85|2|8|13 
85|2|9|19 
85|2|10|18 
86|1|8|3 
86|1|9|18 
86|1|10|9 
86|2|8|22 
86|2|9|13 
86|2|10|15 
87|1|8|2 
87|1|9|7 
87|1|10|16 
87|2|8|24 
87|2|9|12 
87|2|10|15 
88|1|S|13 
88|1|M|7 
88|1|L|8 
88|2|S|20 
88|2|M|8 
88|2|L|6 
89|1|8|22 
89|1|9|8 
89|1|10|18 
89|2|8|22 
89|2|9|16 
89|2|10|7 
90|1|S|4 
90|1|M|5 
90|1|L|20 
90|2|S|25 
90|2|M|9 
90|2|L|23 
91|1|8|21 
91|1|9|13 
91|1|10|25 
91|2|8|12 
91|2|9|6 
91|2|10|8 
92|1|S|4 
92|1|M|18 
92|1|L|25 
92|2|S|10 
92|2|M|22 
92|2|L|20 
93|1|8|18 
93|1|9|6 
93|1|10|22 
93|2|8|23 
93|2|9|12 
93|2|10|13 
94|1|8|25 
94|1|9|4 
94|1|10|11 
94|2|8|17 
94|2|9|19 
94|2|10|9 
